title,url,price_numeric,municipality,rooms,square_m2,equipment,description,price_per_m2
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693966,352800.0,"Kuća sa okućnicom Hotonj, 150 m2, #13578",Četverosoban,150.0,"Garaža, Kanalizacija, Telefonski priključak, Struja, Kablovska TV, Internet, Ostava","Kuća je površine u osnovi 66 m2 po ZK izvatku a stvarnih 150 m2 i nalazi se na parceli površine 358 m2. Sastoji se iz dvije etaže, prizemlja i sprata. Prizemlje se sastoji od garaže i trosobnog stana. Sprat se sastoji od poslovnog prostora i trosobnog stana koji se sastoji od hodnika, dnevnog boravka, kuhinje sa trpezarijom, dvije spavaće sobe i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je laminat, brodski i keramika. Grijanje je na čvrsto gorivo i struja, postoji i opcija grijanja na plin. Prilaz kući je uz samu cestu, asfaltiran. ID CODE: #13578 Ervin Hadžiefendić Mob: +38762772006 E-mail: ervin@nekretnine-myspace.com www.nekretnine-myspace.com",2352.0
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693758,637000.0,"Dvosoban namješten stan Sarajevo Tower, 60 m2",Jednosoban,60.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Lift, Namješten, Internet","""MY SPACE"" Nekretnine prodaju četverosoban stan u Sarajevo Tower-u, općina Novo Sarajevo, naselje Pofalići, u ulici Kolodvorska. Stan je površine 60 m2 i nalazi se na III spratu u stambenoj zgradi sa liftom. Po strukturi je dvosoban. Sastoji se iz hodnika, velikog dnevnog boravka sa kuhinjom, trpezarijom i izlazom na balkon, spavaće sobe sa izlazom na balkon i kupatila. Vanjska stolarija je PVC dok je unutrašnja drvena. Pod je parket i keramika. Ulazna vrata su blindirana. Grijanje je centralno gradsko, po potrošnji. Orijentacija stana je zapad. Nalazi se na veoma atraktivnoj lokaciji, u sklopu samog objekta planiran je tržni centar. U neposrednoj blizini su gradski prijevoz, mnogi drugi shoping centri, KAMPUSA... kao i drugi neophodni sadržaji. Stan se prodaje namješten. Cijena stana je 325.000 KM ﻿Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 772 336 +387 66 499 822 www.nekretnine-myspace.com MY SPACE d.o.o. Registarski broj posrednika 02/2022 Mis Irbina br.22 71000 Sarajevo ID CODE: 13861 Emir Hadžiefendić Mob: +38762772336 E-mail: emir@nekretnine-myspace.com www.nekretnine-myspace.com",10616.666666666666
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693886,,"Apartman sa spavaćom sobom Ravna planina, 36 m2",Jednosoban,36.0,"Telefonski priključak, Struja, Lift, Internet","""MY SPACE"" Nekretnine prodaju apartman u izgradnji u sklopu ski centra Ravna planina na Ravnoj planini. Apartman je oznake 28, površine 36,04 m2, na II spratu, koji se nalazi u lameli 2B4. Apartman se sastoji iz hodnika, dnevnog boravka sa trpezarijom, kuhinje sa izlazom na lođu, spavaće sobe i kupatila. Apartman odlikuje visok standard gradnje, prvoklasne pločice na podovima, termo izolacija (termo blok i vuna), blindirana ulazna vrata, grijanje podno sa pripremom Smart mobilna aplikacija Android i Ios, kompletno opremljena kupatila, vanjska stolarija kombinacija drvo i ALU sa duplom zvučnom izolacijom i LOW-e staklima, dimnjak za kamin... Cijena apartmana je na upit. Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo Detaljno: Sam Ski Centar kroz svoja dva dijela čini jednu potpunu cjelinu, prvi dio apartmanskog naselje kroz 4 lamele/zgrade skupa sa drugom fazom od 7 zgrada kao i dio koji podrazumijeva moderni Hotelski dio sa svim sadržajima, bazen, wellnes, spa po uzoru na najbolje svjetske ski resorte i destinacije u planiranoj izgradnji. Ovaj kompleks u sklopu Ski centra gdje će te moći pronaći sve potrebno za vaš savršeni ambijent kao i sve potrebne stvari za relaksaciju i rekreaciju. Postojeći zadržaj Gondola, Restoran, Kafe Bar, dječije igraonice, ski škola, ski vrtić, ski rental, ski servis,staza za sankanje, Zip Line, agencija, mjenačnica, quadovi i još mnogo toga. Planirano Hotel, wellnes, bazen, spa.. Uz zgrade se nalazi ski staza i gondola koja je će biti povezana Jahorinom i ski lift sa rasvjetom, sistemom vještačkog osnježivanja kao i poligon za djecu. U slučaju da se budući kupac želi baviti iznajmljivanjem apartmana, Ski centar Ravna planina budućim kupcima nudi kopmpletnu uslugu pri iznajmljivanju apartmana a što podrazumjeva potpuni menadžment (reklamiranje, spremačica, prijem gostiju, naplata...) Apartmani su smješteni na polaznoj staniciprve kabinske žičare u BIH, odakle se pruža poseban pogled. Početna stanica godnole na Ravnoj planini nalazi se na 900 metara nadmorske visine. Izlazna međustanica je smještena na 1350 metara nadmorske visine. Planirana završna stanica gondole vas vozi do Jahorine, do 1550 metara nadmorske visine. Jahorina i Ravna Planina su ljeti prekrivene bogatim zelenilom, a zimi i do 3m visokim snijegom. U neposrednoj blizini objekta su smješteni brojni sportsko rekreativni sadržaji koji uveliko doprinose potpunom ugođaju po kojem je Jahorina i Ravna Planina poznate. Od centra Sarajeva apartmani su udaljeni samo 20km, a obzirom da je Jahorina olimpijska planina, odlično je posjećena tokom cijele godine, kako od ljubitelja prirode tako i od mnogobrojnih turista, koji dolaze uživati u odmoru i rekreaciji koje pruža ova olimpijska ljepotica. ID CODE: 13346 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693947,521360.0,"Apartman sa garažom u novogradnji Bjelašnica, 42 m2",Jednosoban,42.0,"Garaža, Telefonski priključak, Struja, Namješten, Internet","Apartman je površine 41,83 m2 po ZK izvatku i nalazi se na I spratu. Po strukturi je dvosoban. Sastoji se iz hodnika, dnevnog boravka sa izlazom na veliku terasu, kuhinje, spavaće sobe i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je etažno plinsko. Apartman posjeduje skijašnicu i garažno mjesto. Nalazi se u novogradnji odmah pored hotela Nomad i prodaje se kompletno namješten. ID CODE: 13679 Ervin Hadžiefendić Mob: +38762772006 E-mail: ervin@nekretnine-myspace.com www.nekretnine-myspace.com",12413.333333333334
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=694055,509600.0,"Dvosoban stan Socijalno, 61(76)m2",Jednosoban,61.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Internet","""MY SPACE"" Nekretnine prodaju dvosoban stan u Sarajevu, općina Novo Sarajevo, naselje Socijalno u ulici Zmaja od Bosne. Stan je površine 61m2 + 15 m2 balkon i nalazi se na I spratu stambene zgrade bez lifta a koja ima ukupno V spratova. Po strukturi je dvosoban. Sastoji se iz hodnika, dnevnog boravka sa izlazom na balkon, kuhinje sa trpezarijom i izlazom na balkon, spavaće sobe, kupatila i wc-a. Vanjska stolarija je drvena kao i unutrašnja. Pod je parket i keramika. Grijanje je centralno gradsko. Stan je u izvornom stanu i postoji mogućnost dobijanje dodatne spavaće sobe. Stan je na veoma atraktivnoj lokaciji u neposrednoj blizini glavne ceste, gradskog prijevoza, shoping centra kao i drugih neophodnih sadržaja. Cijena stana je 260.000 KM Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 +387 66 998 943 www.nekretnine-myspace.com MY SPACE d.o.o. Registarski broj posrednika 02/2022 Mis Irbina br. 22 71000 Sarajevo ID CODE: 13965 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",8354.098360655738
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693688,695800.0,"Trosoban namješten stan Velešići, 84 m2",Dvosoban,84.0,"Garaža, Balkon, Centralno grijanje, Telefonski priključak, Struja, Lift, Namješten, Klima, Internet","""MY SPACE"" Nekretnine prodaju trosoban stan u Sarajevu, općina Novo Sarajevo, naselje Velešići u ulici Muhameda Ef. Pandže. Stan je površine 84 m2 i nalazi se na III spratu stambene zgrade sa liftom. Po strukturi je trosoban. Sastoji se iz hodnika, dnevnog boravka sa kuhinjom, trpezarije sa izlazom na ustakljen balkon, degažmana, dvije spavaće sobe, kupatila i toaleta. Vanjska stolarija je ALU, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je centralno po potrošnji sa kalorimetrima u svakoj sobi se nalazi klima uredjaj. Stan posjeduje vlastiti vodomjer i alarmni sistem. Ulazna vrata su blindirana. Stan je dvostrane orijentacije (jugoistok-sjeverozapad) i prodaje se kompletno namješten sa svim ugradbenim elementim (osim frižidera, televizora, tepiha i mašine za veš). Haustor je pod video nadzorom. Postoji mogućnost kupovine garaže po cijeni od 25.000 KM. ﻿﻿ Cijena stana bez garaže je 355.000 KM. ﻿Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 772 336 +387 66 499 822 http://www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13955 Emir Hadžiefendić Mob: +38762772336 E-mail: emir@nekretnine-myspace.com www.nekretnine-myspace.com",8283.333333333334
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693692,605640.0,"Dvosoban stan u novogradnji Sarajevo Tower, 56 m2",Jednosoban,56.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Lift, Internet","""MY SPACE"" Nekretnine prodaju dvosoban stan u Sarajevu, općina Ilidža, naselje Bulevar u ulici Džemala Bijedića. Stan je površine 42,6 m2 i nalazi se na VII spratu stambene zgrade sa dva lifta. Po strukturi je dvosoban. Sastoji se iz hodnika, dnevnog boravka sa trpezarijom i izlazom na balkon, spavaće sobe i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je centralno gradsko po potrošnji sa kalorimetrima. Posjeduje i klima uredjaj. Ulazna vrata su blindirana. Stan se nalazi u novogradnji Bulevaru. U stanu ostaje kuhinja. Više informacija možete dobiti na linku: https: nekretnine-myspace.com/stan/dvosoban-stan-u-novogradnji-bulevar-42-m2 Cijena stana je 210.000 KM ﻿ Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 +387 66 998 943 www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13950 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",10815.0
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693782,430220.0,"Trosoban stan Ilidža, 69 m2",Dvosoban,69.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Internet","""MY SPACE"" Nekretnine prodaju trosoban stan u Sarajevu, općina Ilidza u ulici Emira Bogunića Čarlija. Stan je površine 69 m2 i nalazi se na II spratu stambene zgrade bez lifta. Po strukturi je trosoban. Sastoji se iz hodnika, dnevnog boravka, kuhinje sa trpezarijom i malom ostavom, spavaće sobe sa balkonom i druge spavaće sobe sa toaletom i graderoberom i kupatila. Vanjska i unutrašnja stolarija su drvene. Pod je parket i keramika. Grijanje je centralno gradsko. Ulazna vrata su blindirana. Cijena stana je 219.500 KM ﻿ Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 +387 66 998 943 www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13829 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",6235.072463768116
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693804,,"Renoviran i namješten stan Drvenija, 96 m2",Trosoban,96.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Namješten, Klima, Internet","""MY SPACE"" Nekretnine prodaju četverosoban stan u Sarajevu, općina Centar, naselje Drvenija u ulici Hamdije Kreševljakovića. Stan je površine 96 m2 + balkon površine 6 m2 i nalazi se na XIV spratu stambene zgrade sa liftom. Po strukturi je četverosoban. Sastoji se iz hodnika, dnevnog boravka, kuhinje, trpezarije, balkona, tri spavaće sobe i dva kupatila. Pod je parket i keramika. Grijanje je centralno gradsko, posjeduje i klima uredjaj. Stan je renoviran i prodaje se namješten. Trostrane je orijentacije i nalazi se na veoma atraktivnoj lokaciji u neposrednoj blizini gradskog prijevoza, brojnih marketa, restorana, škola, fakulteta kao i mnogih drugih kulturno istorijskih sadržaja. Cijena stana je po dogovoru. ﻿Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 +387 66 998 943 www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13788 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693905,554484.0,"Dvosoban apartman u novogradnji Jahorina, 52 m2",Jednosoban,52.0,"Balkon, Telefonski priključak, Struja, Lift, Internet","""MY SPACE"" Nekretnine objavljuju prodaju dvosobnog apartmana u hotelsko – apartmanskom kompleksu „Snježna dolina“ na Jahorini. Planinski ugođaj i ambijent smješten na 1595m nadmorske visine, gdje netaknuta priroda dominira. Jahorina-olimpijska ljepotica i naselje Obućina bare u neposrednoj blizini naselja Šator. To je mikrolokacija naše i vaše Snježne doline! Na 30m od Resorta se nalazi ski staza koja je povezana sa drugim stazama i ski lift sa rasvjetom, sistemom vještačkog osnježivanja kao i poligon za djecu. Ovaj kompleks uz hotel od 5* nudi unutrašnji bazen, wellnes, fitnes, spa centar, igraonice, sadržaj za rekreaciju sa stazama za šetanje, restorani i gastro, preko 400 parking mjesta na podzemnoj etaži -1 hotelskog dijela i sve to na 29 kilometara od centra Sarajeva i 32 kilometra od sarajevskog aerodroma. Uz apartmane su projektovanje i skijašnice koje se dodatno kupuju, kada je u pitanju parking prostor dovoljan broj parking mjesta obezbjeđen vlasnicima i posjetiocima uz opciju iznajmljivanja projektovan na -1 podzemnoj etaži Resorta. Parking za vlasnike apartmana riješen kroz opciju iznajmljivanja, 365 dana u godini vas košta 500KM. Svim vlasnicima apartmana Resort obezbjeđuje karticu sa popustima na sve svoje usluge, pored toga za sve vlasnike koji žele svoj apartman da izdaju gostima kada ga oni ne koriste, naš Resort u sklopu svog Hotela i operative nudi kompletnu uslugu pri iznajmljivanju apartmana gostima i turistima a što podrazumijeva potpuni menadžment (reklamiranje, spremačica, čistačica, prijem gostiju u apartmane, ispraćanje, naplatu) i sve to po jedinstvenoj nadoknadi od samo 10%. Apartman površine 52,05 m2 nalazi se na III spratu, lamele 3 i sastoji se iz hodnika (3,94 m2), predsoblja (5,27 m2), dnevnog boravka (15,04 m2), lođe 1 (3,14 m2), kuhinje (4,45 m2), kupatila (4,55 m2), spavaće sobe (12,57 m2) i lođa 2 (3,09 m2). ID CODE: 12976 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",10663.153846153846
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693965,762440.0,"Trosoban renoviran stan Pofalići, 85m2",Dvosoban,85.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Lift, Internet","Stan je površine 85,5m2 + 2 lođe i nalazi se na I spratu u stambenoj zgradi sa liftom. Po strukturi stan je trosoban. Sastoji se iz hodnika, dnevnog boravka, kuhinje, trpezarije sa izlazom na zatvorenu lođu, degažmana, dvije spavaće sobe (jedna spavaća soba je sa izlazom na drugu zatvorenu lođu), ostave, kupatila i dva wc-a. Stan je renoviran. Vanjska stolarija je PVC. Unutrašnja stolarija je drvena. Pod je parket i keramika. Grijanje je centralno gradsko. Ulazna vrata su blindirana. U stanu ostaju ugradbene stvari. Nalazi se na atraktivnoj lokaciji, u blizini gradskog prevoza i svih neophodnih sadržaja. ID CODE: 13590 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",8969.882352941177
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693733,154840.0,"Renovirana garsonjera Novi Grad, 29 m2",-,29.0,"Centralno grijanje, Telefonski priključak, Struja, Internet","""MY SPACE"" Nekretnine prodaju garsonjeru u Sarajevu, općina Novi Grad u ulici Prvomajska. Stan je površine 29 m2 i nalazi se na IV spratu stambene zgrade bez lifta. Po strukturi je garsonjera. Sastoji se od hodnika, dnevnog boravka sa kuhinjom i kupatila. Vanjska stolarija je PVC, unutrašnja stolarija je drvena. Pod je laminat i keramika. Grijanje je centralno gradsko. Ulazna vrata su blindirana. Cijena stana je 79.000 KM ﻿ Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 +387 66 998 943 www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13898 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",5339.310344827586
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=693754,252840.0,"Dvosoban stan Dobrinja 4, novogradnja, 43m2",Jednosoban,43.0,"Telefonski priključak, Struja, Namješten, Internet","""MY SPACE"" Nekretnine prodaju dvosoban stan u Istočnom Sarajevu, naselje Dobrinja 4, u ulici Ive Andrića. Stan je površine 43m2 i nalazi se na II spratu u stambenoj zgradi sa liftom. Zgrada je novogradnja. Po strukturi stan je dvosoban. Sastoji se iz hodnika, dnevnog boravka sa kuhinjom i trpezarijom i izlazom na balkon, spavaće sobe i kupatila. Vanjska stolarija je PVC, dok je unutrašnja drvena. Pod je parket i keramika. Ulazna vrata su blindirana. Grijanje je etažno, termo blok na struju. Stan je na lijepoj i atraktivnoj lokaciji, u neposrednoj blizini su brojni marketi, vrtići, gradski prevoz kao i drugi neophodni sadržaji. Prodaje se kompletno namješten. Cijena namještenog stana je 129.000KM ﻿Sve informacije možete dobiti na slijedeće brojeve telefona: +387 62 599 172 +387 66 499 822 +387 66 998 943 www.nekretnine-myspace.com MY SPACE d.o.o. Mis Irbina br. 22 71000 Sarajevo ID CODE: 13868 Tarik Musabegović Mob: +38766499822 E-mail: tarik@nekretnine-myspace.com www.nekretnine-myspace.com",5880.0
